"label","cleaned_text"
"normal","seven at esplanade.. do ü mind giving me a lift cos i got no car today.."
"normal","i want to buy a bmw car urgently..its very urgent.but have a shortage of &lt;#&gt; lacs.there is no source to argument distance amt. &lt;#&gt; lacs..that is my problem."
"normal","at home watching tv lor."
"normal","does she usually take fifteen fucking minutes to respond to a yes or no question"
"fraud","booked ticket for pongal?"
"fraud","you available now? i am like right around hillsborough &amp;  &lt;#&gt; th"
"normal","the message sent is asking for  &lt;#&gt; dollars. should i pay  &lt;#&gt;  or  &lt;#&gt; ?"
"normal","ask g or iouri, i have told the story like ten times already."
"normal","how long does applebees fucking take."
"normal","hi hope you get this text~journey has not been good,now about 50 mins late i think."
"normal","but i have to. i like to have love and arrange."
"normal","yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out."
"normal","you were supposed to wake me up &gt."
"normal","oic... i saw him too but i tought he did not see me... i found a group liao..."
"normal","hey hey we are the monkees people say we monkeyaround! how do you gorgeous, howu doin? foundurself a jobyet sausage?love jen xxx"
"normal","sorry, my battery died, i can come by but i am only getting a gram for now, where is your place?"
"normal","well done, blimey, exercise, yeah, i kind of remember would that is, hmm. "
"normal","i will not get concentration dear you know you are my mind and everything :-)"
"normal","lol ... have you made plans for new years?"
"normal","ten min later ok."
"normal","hanks lotsly!"
"normal","thanks for this hope you had a good day today."
"normal","ok what are detail you want to transfer?account number enough?"
"normal","ok i will tell her to stay out. yeah its been tough but we are optimistic things will improve this month."
"normal","si si. i think ill go make those oreo truffles."
"normal","look at amy ure a beautiful, intelligent woman and i like you a lot. i know you don't like me like that so don't worry."
"normal","i hope you that is the result of being consistently intelligent and kind. start asking him about practicum links and keep your ears open and all the best."
"normal","that call cost. which i guess is not bad. miss you, need you, want you, love you"
"normal","going through a very different feeling. wavering decisions and coping up with the same is the same individual.time will heal everything i believe."
"normal","where did you go? my phone is going to die you have to stay in here."
"normal","sorry, i will call later ok bye."
"normal","ok i am on the way to railway."
"normal","they do not put that stuff on the roads to keep it from getting slippery over there?"
"normal","when are you going to ride your bike?"
"normal","yup, no need. i will jus wait for e rain to stop."
"normal","there are many company. tell me the language."
"fraud","ok mail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. "
"normal","how long has it been since you screamed, princess?"
"normal","ok i am going to head up to useful in like fifteen minutes."
"normal","love you aathi..love you lot.."
"normal","tension ah?what machi?any problem?"
"normal","ok, can i pick up another 8th when you are done?"
"normal","almost there, see you in a second."
"normal","yo carlos, a few friends are already asking me about you, you working at all this weekend?"
"normal","watching tv lor."
"normal","thank you baby! i cannot wait to taste the real thing..."
"normal","you should change your fb."
"normal","if we win its really no 1 side for long time."
"fraud","free message activate your 500 free text messages by replying to this message with the word free for terms & conditions, visit www.07781482378.com"
"normal","dear reached railway. what happen to you."
"normal","depends on quality. if you want the type i sent boye, faded glory, then about 6. if you want ralphs maybe 2"
"normal","i think i have fixed it can you send a test message?"
"normal","sorry man my account's dry or i would, if you want we could trade back half or i could buy some shit with my credit card."
"normal","sorry,in meeting i will call later"
"normal","what class of  &lt;#&gt;  reunion?"
"normal","are you free now?can i call now?"
"normal","nope. think i will go for it on monday. sorry i replied so late."
"normal","some of them told accenture is not confirm. is it true."
"normal","kate jackson rec center before seven wish, right?"
"normal","dear i have reached room."
"normal","fighting with the world is easy, you either win or lose bt fightng with some1 who is close to you is dificult if you lose - you lose if you win - you still lose."
"normal","when can you come out?"
"normal","check with nuerologist."
"normal","lol nice. i went from a fish to ..water."
"normal","you should know now. so how is anthony. are you bringing money. i have school fees to pay and rent and stuff like that. that is why i need your help. a friend in need....|"
"normal","what is the significance?"
"normal","your opinion about me? 1. over 2. jada 3. kusruthi 4. lovable 5. silent 6. spl character 7. not matured 8. stylish 9. simple please reply.."
